 00000,0
 10000,0
 20000,1
 30000,0
 40000,1
 50000,1
 60000,2
 70000,5
 80000,5
 90000,7
100000,0
110000,7
120000,2
130000,2
140000,8
150000,8
160000,3
170000,1
180000,4
190000,1
200000,0
210000,1
220000,0
230000,0
240000,0
250000,0
